city,garage_id,name,addr,maps_search_url,url,height,notes,status
annapolis-md,osm-n6986440033,Noah Hillman Parking Garage,,https://www.google.com/maps/search/?api=1&query=Noah+Hillman+Parking+Garage+Annapolis+MD,,,,unverified
annapolis-md,osm-w229845391,Parking Garage D,,https://www.google.com/maps/search/?api=1&query=Parking+Garage+D+Annapolis+MD,,,,unverified
annapolis-md,osm-w29438166,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Annapolis+MD,,,,unverified
annapolis-md,osm-w200693232,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Annapolis+MD,,,,unverified
annapolis-md,osm-w367037064,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Annapolis+MD,,,,unverified
annapolis-md,osm-w941946595,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Annapolis+MD,,,,unverified
annapolis-md,osm-w1015978221,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Annapolis+MD,,,,unverified
annapolis-md,osm-w1421455395,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Annapolis+MD,,,,unverified
annapolis-md,osm-w1481197623,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Annapolis+MD,,,,unverified
arlington-tx,arl-arlington-life-ctr,Arlington ISD Center for Visual & Performing Arts,1200 W Green Oaks Blvd,https://www.google.com/maps/search/?api=1&query=Arlington+ISD+Center+for+Visual+%26+Performing+Arts+1200+W+Green+Oaks+Blvd+Arlington+TX,,,,unverified
arlington-tx,arl-levitt,Levitt Pavilion Arlington,100 W Abram St,https://www.google.com/maps/search/?api=1&query=Levitt+Pavilion+Arlington+100+W+Abram+St+Arlington+TX,,,,unverified
arlington-tx,arl-parks-lincoln-sq,Lincoln Square,1500 E Copeland Rd,https://www.google.com/maps/search/?api=1&query=Lincoln+Square+1500+E+Copeland+Rd+Arlington+TX,,,,unverified
arlington-tx,arl-loews-hotel,Loews Arlington Hotel,888 Nolan Ryan Expy,https://www.google.com/maps/search/?api=1&query=Loews+Arlington+Hotel+888+Nolan+Ryan+Expy+Arlington+TX,,,,unverified
arlington-tx,arl-texas-live,Texas Live! Garage,1650 E Randol Mill Rd,https://www.google.com/maps/search/?api=1&query=Texas+Live%21+Garage+1650+E+Randol+Mill+Rd+Arlington+TX,,,,unverified
arlington-tx,arl-highlands,The Highlands of Arlington,1201 N Collins St,https://www.google.com/maps/search/?api=1&query=The+Highlands+of+Arlington+1201+N+Collins+St+Arlington+TX,,,,unverified
arlington-tx,arl-parks-mall,The Parks Mall at Arlington,3811 S Cooper St,https://www.google.com/maps/search/?api=1&query=The+Parks+Mall+at+Arlington+3811+S+Cooper+St+Arlington+TX,,,,unverified
arlington-tx,arl-uta-maverick,UT Arlington — Maverick Activities Center Garage,500 W Nedderman Dr,https://www.google.com/maps/search/?api=1&query=UT+Arlington+%E2%80%94+Maverick+Activities+Center+Garage+500+W+Nedderman+Dr+Arlington+TX,,,,unverified
asheville-nc,ash-biltmore-ave,Biltmore Avenue Garage,27 Biltmore Ave,https://www.google.com/maps/search/?api=1&query=Biltmore+Avenue+Garage+27+Biltmore+Ave+Asheville+NC,,,,unverified
asheville-nc,ash-blue-ridge-parkway,Blue Ridge Parkway — Viaducts,BRP MP 382-385 (around Asheville),https://www.google.com/maps/search/?api=1&query=Blue+Ridge+Parkway+%E2%80%94+Viaducts+BRP+MP+382-385+%28around+Asheville%29+Asheville+NC,,,,unverified
asheville-nc,ash-i-240-bowen-bridge,Jeff Bowen Bridge (I-240),I-240 over French Broad River,https://www.google.com/maps/search/?api=1&query=Jeff+Bowen+Bridge+%28I-240%29+I-240+over+French+Broad+River+Asheville+NC,,,,unverified
asheville-nc,ash-omni-grove-park,Omni Grove Park Inn,290 Macon Ave,https://www.google.com/maps/search/?api=1&query=Omni+Grove+Park+Inn+290+Macon+Ave+Asheville+NC,,,,unverified
asheville-nc,ash-rankin-ave,Rankin Avenue Garage,51 Rankin Ave,https://www.google.com/maps/search/?api=1&query=Rankin+Avenue+Garage+51+Rankin+Ave+Asheville+NC,,,,unverified
asheville-nc,ash-tanger-outlets,Tanger Outlets Asheville,800 Brevard Rd,https://www.google.com/maps/search/?api=1&query=Tanger+Outlets+Asheville+800+Brevard+Rd+Asheville+NC,,,,unverified
asheville-nc,ash-unc-asheville,UNC Asheville — Visitor Garage,1 University Heights,https://www.google.com/maps/search/?api=1&query=UNC+Asheville+%E2%80%94+Visitor+Garage+1+University+Heights+Asheville+NC,,,,unverified
asheville-nc,ash-wall-st-garage,Wall Street Garage,37 Wall St,https://www.google.com/maps/search/?api=1&query=Wall+Street+Garage+37+Wall+St+Asheville+NC,,,,unverified
asheville-nc,ash-weaverville-downtown,Weaverville Historic Main Street,"20 N Main St, Weaverville",https://www.google.com/maps/search/?api=1&query=Weaverville+Historic+Main+Street+20+N+Main+St%2C+Weaverville+Asheville+NC,,,,unverified
asheville-nc,ash-western-nc-nature-ctr,Western NC Nature Center,75 Gashes Creek Rd,https://www.google.com/maps/search/?api=1&query=Western+NC+Nature+Center+75+Gashes+Creek+Rd+Asheville+NC,,,,unverified
atlanta-ga,atl-airport-north,ATL — North Parking,6000 N Terminal Pkwy,https://www.google.com/maps/search/?api=1&query=ATL+%E2%80%94+North+Parking+6000+N+Terminal+Pkwy+Atlanta+GA,,,,unverified
atlanta-ga,atl-atlantic-station,Atlantic Station Garage,1380 Atlantic Dr NW,https://www.google.com/maps/search/?api=1&query=Atlantic+Station+Garage+1380+Atlantic+Dr+NW+Atlanta+GA,,,,unverified
atlanta-ga,atl-centennial-olympic,Centennial Olympic Park Parking Decks,265 Park Ave W NW,https://www.google.com/maps/search/?api=1&query=Centennial+Olympic+Park+Parking+Decks+265+Park+Ave+W+NW+Atlanta+GA,,,,unverified
atlanta-ga,atl-cnn,CNN Center Garage,190 Marietta St NW,https://www.google.com/maps/search/?api=1&query=CNN+Center+Garage+190+Marietta+St+NW+Atlanta+GA,,,,unverified
atlanta-ga,atl-aquarium,Georgia Aquarium Parking Deck,557 Luckie St NW,https://www.google.com/maps/search/?api=1&query=Georgia+Aquarium+Parking+Deck+557+Luckie+St+NW+Atlanta+GA,,,,unverified
atlanta-ga,atl-georgia-dome-site,GWCC — Orange Parking Deck,255 Ivan Allen Jr Blvd NW,https://www.google.com/maps/search/?api=1&query=GWCC+%E2%80%94+Orange+Parking+Deck+255+Ivan+Allen+Jr+Blvd+NW+Atlanta+GA,,,,unverified
atlanta-ga,atl-airport-south,Hartsfield-Jackson ATL — South Parking,6000 N Terminal Pkwy,https://www.google.com/maps/search/?api=1&query=Hartsfield-Jackson+ATL+%E2%80%94+South+Parking+6000+N+Terminal+Pkwy+Atlanta+GA,,,,unverified
atlanta-ga,atl-phipps-plaza,Phipps Plaza Garage (Buckhead),3500 Peachtree Rd NE,https://www.google.com/maps/search/?api=1&query=Phipps+Plaza+Garage+%28Buckhead%29+3500+Peachtree+Rd+NE+Atlanta+GA,,,,unverified
atlanta-ga,atl-truist-park,Truist Park — The Battery Atlanta,755 Battery Ave SE,https://www.google.com/maps/search/?api=1&query=Truist+Park+%E2%80%94+The+Battery+Atlanta+755+Battery+Ave+SE+Atlanta+GA,,,,unverified
aurora-co,aur-buckley-space-force,Buckley Space Force Base (visitor gate),18401 E 6th Ave,https://www.google.com/maps/search/?api=1&query=Buckley+Space+Force+Base+%28visitor+gate%29+18401+E+6th+Ave+Aurora+CO,,,,unverified
aurora-co,aur-central-rec-center,Central Recreation Center,18150 E Vassar Pl,https://www.google.com/maps/search/?api=1&query=Central+Recreation+Center+18150+E+Vassar+Pl+Aurora+CO,,,,unverified
aurora-co,aur-saddle-rock-golf,Saddle Rock Golf Course,21705 E Arapahoe Rd,https://www.google.com/maps/search/?api=1&query=Saddle+Rock+Golf+Course+21705+E+Arapahoe+Rd+Aurora+CO,,,,unverified
aurora-co,aur-stanley-marketplace,Stanley Marketplace,2501 Dallas St,https://www.google.com/maps/search/?api=1&query=Stanley+Marketplace+2501+Dallas+St+Aurora+CO,,,,unverified
aurora-co,aur-mississippi-market,The Gardens on Havana,10601 E Iliff Ave,https://www.google.com/maps/search/?api=1&query=The+Gardens+on+Havana+10601+E+Iliff+Ave+Aurora+CO,,,,unverified
aurora-co,aur-town-center,Town Center at Aurora,14200 E Alameda Ave,https://www.google.com/maps/search/?api=1&query=Town+Center+at+Aurora+14200+E+Alameda+Ave+Aurora+CO,,,,unverified
aurora-co,osm-w282622307,University of Denver Station Park-n-Ride,,https://www.google.com/maps/search/?api=1&query=University+of+Denver+Station+Park-n-Ride+Denver+CO,,,,unverified
aurora-co,osm-w257036519,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Denver+CO,,,,unverified
aurora-co,osm-w542367260,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Denver+CO,,,,unverified
austin-tx,atx-2nd-st-dist,2nd Street District — 300 W 2nd,300 W 2nd St,https://www.google.com/maps/search/?api=1&query=2nd+Street+District+%E2%80%94+300+W+2nd+300+W+2nd+St+Austin+TX,,,,unverified
austin-tx,atx-airport-garage,AUS Bergstrom — Economy Garage,3600 Presidential Blvd,https://www.google.com/maps/search/?api=1&query=AUS+Bergstrom+%E2%80%94+Economy+Garage+3600+Presidential+Blvd+Austin+TX,,,,unverified
austin-tx,atx-congress-bats,Congress Avenue Bridge (Ann W. Richards),S Congress Ave over Lady Bird Lake,https://www.google.com/maps/search/?api=1&query=Congress+Avenue+Bridge+%28Ann+W.+Richards%29+S+Congress+Ave+over+Lady+Bird+Lake+Austin+TX,,,,unverified
austin-tx,atx-frost-bank,Frost Bank Tower Garage,401 Congress Ave,https://www.google.com/maps/search/?api=1&query=Frost+Bank+Tower+Garage+401+Congress+Ave+Austin+TX,,,,unverified
austin-tx,atx-ut-sac,UT Austin — Speedway (SAG),2401 Speedway,https://www.google.com/maps/search/?api=1&query=UT+Austin+%E2%80%94+Speedway+%28SAG%29+2401+Speedway+Austin+TX,,,,unverified
austin-tx,atx-ut-trinity,UT Austin — Trinity Garage (TRG),1815 Trinity St,https://www.google.com/maps/search/?api=1&query=UT+Austin+%E2%80%94+Trinity+Garage+%28TRG%29+1815+Trinity+St+Austin+TX,,,,unverified
bakersfield-ca,bak-17th-place,17th Place Parking Structure,1800 Eye St,https://www.google.com/maps/search/?api=1&query=17th+Place+Parking+Structure+1800+Eye+St+Bakersfield+CA,,,,unverified
bakersfield-ca,bak-20-21-structure,20-21 Street Parking Structure,2100 Eye St,https://www.google.com/maps/search/?api=1&query=20-21+Street+Parking+Structure+2100+Eye+St+Bakersfield+CA,,,,unverified
bakersfield-ca,bak-csub,CSU Bakersfield — Visitor Parking Structure,9001 Stockdale Hwy,https://www.google.com/maps/search/?api=1&query=CSU+Bakersfield+%E2%80%94+Visitor+Parking+Structure+9001+Stockdale+Hwy+Bakersfield+CA,,,,unverified
bakersfield-ca,bak-arena,Mechanics Bank Arena (Condors),1001 Truxtun Ave,https://www.google.com/maps/search/?api=1&query=Mechanics+Bank+Arena+%28Condors%29+1001+Truxtun+Ave+Bakersfield+CA,,,,unverified
bakersfield-ca,bak-padre-hotel,Padre Hotel Garage,1702 18th St,https://www.google.com/maps/search/?api=1&query=Padre+Hotel+Garage+1702+18th+St+Bakersfield+CA,,,,unverified
bakersfield-ca,bak-river-walk-park,The Park at River Walk,11200 Stockdale Hwy,https://www.google.com/maps/search/?api=1&query=The+Park+at+River+Walk+11200+Stockdale+Hwy+Bakersfield+CA,,,,unverified
baltimore-md,bal-fells-point,Fells Point Garage,1715 Thames St,https://www.google.com/maps/search/?api=1&query=Fells+Point+Garage+1715+Thames+St+Baltimore+MD,,,,unverified
baltimore-md,bal-key-bridge,Francis Scott Key Bridge (collapsed),I-695 over Patapsco (former),https://www.google.com/maps/search/?api=1&query=Francis+Scott+Key+Bridge+%28collapsed%29+I-695+over+Patapsco+%28former%29+Baltimore+MD,,,,unverified
baltimore-md,bal-hanover-street,Hanover Street Bridge,MD-2 over Middle Branch,https://www.google.com/maps/search/?api=1&query=Hanover+Street+Bridge+MD-2+over+Middle+Branch+Baltimore+MD,,,,unverified
baltimore-md,bal-hopkins-visitor,Johns Hopkins Hospital — Visitor Garage,1800 Orleans St,https://www.google.com/maps/search/?api=1&query=Johns+Hopkins+Hospital+%E2%80%94+Visitor+Garage+1800+Orleans+St+Baltimore+MD,,,,unverified
baltimore-md,osm-w336347909,Lexington Street Garage,510 East Lexington Street,https://www.google.com/maps/search/?api=1&query=Lexington+Street+Garage+510+East+Lexington+Street+Baltimore+MD,,,,unverified
baltimore-md,osm-w178328345,Lockwood Place Garage,124 Market Place,https://www.google.com/maps/search/?api=1&query=Lockwood+Place+Garage+124+Market+Place+Baltimore+MD,,,,unverified
baltimore-md,bal-mount-vernon,Mount Vernon District Garages,12 W Biddle St,https://www.google.com/maps/search/?api=1&query=Mount+Vernon+District+Garages+12+W+Biddle+St+Baltimore+MD,,,,unverified
baltimore-md,bal-aquarium-lockwood,National Aquarium — Lockwood Place Garage,111 Water St,https://www.google.com/maps/search/?api=1&query=National+Aquarium+%E2%80%94+Lockwood+Place+Garage+111+Water+St+Baltimore+MD,,,,unverified
baltimore-md,osm-w178328582,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Baltimore+MD,,,,unverified
baton-rouge-la,btr-i-10-atchafalaya-basin,Atchafalaya Basin Bridge (I-10),I-10 west of BR,https://www.google.com/maps/search/?api=1&query=Atchafalaya+Basin+Bridge+%28I-10%29+I-10+west+of+BR+Baton+Rouge+LA,,,,unverified
baton-rouge-la,btr-airport-main,Baton Rouge BTR — Main Garage,9430 Jackie Cochran Dr,https://www.google.com/maps/search/?api=1&query=Baton+Rouge+BTR+%E2%80%94+Main+Garage+9430+Jackie+Cochran+Dr+Baton+Rouge+LA,,,,unverified
baton-rouge-la,btr-baton-rouge-gallery,Baton Rouge Gallery (City Park),1515 Dalrymple Dr,https://www.google.com/maps/search/?api=1&query=Baton+Rouge+Gallery+%28City+Park%29+1515+Dalrymple+Dr+Baton+Rouge+LA,,,,unverified
baton-rouge-la,btr-horace-wilkinson,Horace Wilkinson Bridge (I-10),I-10 over Mississippi River,https://www.google.com/maps/search/?api=1&query=Horace+Wilkinson+Bridge+%28I-10%29+I-10+over+Mississippi+River+Baton+Rouge+LA,,,,unverified
baton-rouge-la,btr-huey-long,Huey P. Long Bridge (Baton Rouge / US-190),US-190 over Mississippi,https://www.google.com/maps/search/?api=1&query=Huey+P.+Long+Bridge+%28Baton+Rouge+%2F+US-190%29+US-190+over+Mississippi+Baton+Rouge+LA,,,,unverified
baton-rouge-la,btr-lasm-planetarium,Irene W. Pennington Planetarium,100 S River Rd,https://www.google.com/maps/search/?api=1&query=Irene+W.+Pennington+Planetarium+100+S+River+Rd+Baton+Rouge+LA,,,,unverified
baton-rouge-la,btr-lsu-museum-art,LSU Shaw Center for the Arts,100 Lafayette St,https://www.google.com/maps/search/?api=1&query=LSU+Shaw+Center+for+the+Arts+100+Lafayette+St+Baton+Rouge+LA,,,,unverified
baton-rouge-la,btr-lsu-vet-med,LSU Vet Med + AgCenter Botanic Gardens,Skip Bertman Dr,https://www.google.com/maps/search/?api=1&query=LSU+Vet+Med+%2B+AgCenter+Botanic+Gardens+Skip+Bertman+Dr+Baton+Rouge+LA,,,,unverified
baton-rouge-la,btr-lsu-union-sq,LSU — Union Square Garage,Raphael Semmes Rd,https://www.google.com/maps/search/?api=1&query=LSU+%E2%80%94+Union+Square+Garage+Raphael+Semmes+Rd+Baton+Rouge+LA,,,,unverified
baton-rouge-la,btr-mid-city-district,Mid City / White Light Night District,3000 block of Government St,https://www.google.com/maps/search/?api=1&query=Mid+City+%2F+White+Light+Night+District+3000+block+of+Government+St+Baton+Rouge+LA,,,,unverified
baton-rouge-la,btr-baton-rouge-farmers,Red Stick Farmers Market,501 Main St,https://www.google.com/maps/search/?api=1&query=Red+Stick+Farmers+Market+501+Main+St+Baton+Rouge+LA,,,,unverified
birmingham-al,bhm-alabama-theater,Alabama Theatre (Historic),1817 3rd Ave N,https://www.google.com/maps/search/?api=1&query=Alabama+Theatre+%28Historic%29+1817+3rd+Ave+N+Birmingham+AL,,,,unverified
birmingham-al,bhm-bhm-airport,Birmingham BHM — Terminal Garage,5900 Messer Airport Hwy,https://www.google.com/maps/search/?api=1&query=Birmingham+BHM+%E2%80%94+Terminal+Garage+5900+Messer+Airport+Hwy+Birmingham+AL,,,,unverified
birmingham-al,bhm-civil-rights-inst,Birmingham Civil Rights Institute,520 16th St N,https://www.google.com/maps/search/?api=1&query=Birmingham+Civil+Rights+Institute+520+16th+St+N+Birmingham+AL,,,,unverified
birmingham-al,bhm-riverchase-galleria,Riverchase Galleria (Hoover),"2000 Riverchase Galleria, Hoover",https://www.google.com/maps/search/?api=1&query=Riverchase+Galleria+%28Hoover%29+2000+Riverchase+Galleria%2C+Hoover+Birmingham+AL,,,,unverified
boise-id,boi-8th-idaho,8th & Idaho Garage,760 W Idaho St,https://www.google.com/maps/search/?api=1&query=8th+%26+Idaho+Garage+760+W+Idaho+St+Boise+ID,,,,unverified
boise-id,boi-9th-st-bridge,9th Street Bridge (Boise River),9th St over Boise River,https://www.google.com/maps/search/?api=1&query=9th+Street+Bridge+%28Boise+River%29+9th+St+over+Boise+River+Boise+ID,,,,unverified
boise-id,boi-airport-main,Boise BOI — Main Garage,3201 Airport Way,https://www.google.com/maps/search/?api=1&query=Boise+BOI+%E2%80%94+Main+Garage+3201+Airport+Way+Boise+ID,,,,unverified
boise-id,boi-convention-ctr,Boise Centre Convention Center,850 W Front St,https://www.google.com/maps/search/?api=1&query=Boise+Centre+Convention+Center+850+W+Front+St+Boise+ID,,,,unverified
boise-id,boi-boise-state-lincoln,Boise State — Lincoln Garage,1420 Lincoln Ave,https://www.google.com/maps/search/?api=1&query=Boise+State+%E2%80%94+Lincoln+Garage+1420+Lincoln+Ave+Boise+ID,,,,unverified
boise-id,boi-boise-towne-square,Boise Towne Square,350 N Milwaukee St,https://www.google.com/maps/search/?api=1&query=Boise+Towne+Square+350+N+Milwaukee+St+Boise+ID,,,,unverified
boise-id,boi-broadway-bridge,Broadway Bridge,Broadway Ave over Boise River,https://www.google.com/maps/search/?api=1&query=Broadway+Bridge+Broadway+Ave+over+Boise+River+Boise+ID,,,,unverified
boise-id,boi-city-center-garage,City Center Plaza Garage,801 W Main St,https://www.google.com/maps/search/?api=1&query=City+Center+Plaza+Garage+801+W+Main+St+Boise+ID,,,,unverified
boise-id,boi-extra-mile-arena,ExtraMile Arena (BSU Basketball),1910 University Dr,https://www.google.com/maps/search/?api=1&query=ExtraMile+Arena+%28BSU+Basketball%29+1910+University+Dr+Boise+ID,,,,unverified
boise-id,boi-idaho-central-arena,Idaho Central Arena (Steelheads),233 S Capitol Blvd,https://www.google.com/maps/search/?api=1&query=Idaho+Central+Arena+%28Steelheads%29+233+S+Capitol+Blvd+Boise+ID,,,,unverified
boise-id,boi-morrison-center,Morrison Center Garage (BSU),2201 Cesar Chavez Ln,https://www.google.com/maps/search/?api=1&query=Morrison+Center+Garage+%28BSU%29+2201+Cesar+Chavez+Ln+Boise+ID,,,,unverified
boise-id,boi-basque-block,The Basque Block / Grove Plaza,600 W Grove St,https://www.google.com/maps/search/?api=1&query=The+Basque+Block+%2F+Grove+Plaza+600+W+Grove+St+Boise+ID,,,,unverified
boston-ma,bos-folio,Folio Boston Garage,75 State St,https://www.google.com/maps/search/?api=1&query=Folio+Boston+Garage+75+State+St+Boston+MA,,,,unverified
boston-ma,bos-haymarket-garage,Haymarket Garage,136 Blackstone St,https://www.google.com/maps/search/?api=1&query=Haymarket+Garage+136+Blackstone+St+Boston+MA,,,,unverified
boston-ma,bos-kendall-cambridge,Kendall Square Garages (Cambridge),3 Cambridge Ctr,https://www.google.com/maps/search/?api=1&query=Kendall+Square+Garages+%28Cambridge%29+3+Cambridge+Ctr+Boston+MA,,,,unverified
boston-ma,bos-zakim-bunker,Leonard P. Zakim Bunker Hill Memorial Bridge,I-93 over Charles River,https://www.google.com/maps/search/?api=1&query=Leonard+P.+Zakim+Bunker+Hill+Memorial+Bridge+I-93+over+Charles+River+Boston+MA,,,,unverified
boston-ma,bos-seaport-wtc,Seaport World Trade Center Garage,200 Seaport Blvd,https://www.google.com/maps/search/?api=1&query=Seaport+World+Trade+Center+Garage+200+Seaport+Blvd+Boston+MA,,,,unverified
boston-ma,bos-south-station,South Station Parking,700 Atlantic Ave,https://www.google.com/maps/search/?api=1&query=South+Station+Parking+700+Atlantic+Ave+Boston+MA,,,,unverified
branson-mo,bra-branson-ip-casino,Branson Mill Craft Village,1335 Branson Hills Pkwy,https://www.google.com/maps/search/?api=1&query=Branson+Mill+Craft+Village+1335+Branson+Hills+Pkwy+Branson+MO,,,,unverified
branson-mo,bra-butterfly-palace,Butterfly Palace & Rainforest Adventure,4106 W 76 Country Blvd,https://www.google.com/maps/search/?api=1&query=Butterfly+Palace+%26+Rainforest+Adventure+4106+W+76+Country+Blvd+Branson+MO,,,,unverified
branson-mo,bra-promised-land-zoo,Promised Land Zoo,2751 Shepherd of the Hills Expy,https://www.google.com/maps/search/?api=1&query=Promised+Land+Zoo+2751+Shepherd+of+the+Hills+Expy+Branson+MO,,,,unverified
branson-mo,bra-sgf-airport,Springfield-Branson SGF Airport (~45mi N),"2300 N Airport Blvd, Springfield",https://www.google.com/maps/search/?api=1&query=Springfield-Branson+SGF+Airport+%28~45mi+N%29+2300+N+Airport+Blvd%2C+Springfield+Branson+MO,,,,unverified
branson-mo,bra-table-rock-dam,Table Rock Dam (Lake),Table Rock Dam,https://www.google.com/maps/search/?api=1&query=Table+Rock+Dam+%28Lake%29+Table+Rock+Dam+Branson+MO,,,,unverified
branson-mo,bra-track-family,The Track Family Fun Parks,3525 W 76 Country Blvd,https://www.google.com/maps/search/?api=1&query=The+Track+Family+Fun+Parks+3525+W+76+Country+Blvd+Branson+MO,,,,unverified
branson-mo,bra-us-65-lake-taneycomo,US-65 Bridges over Lake Taneycomo,US-65 near Branson,https://www.google.com/maps/search/?api=1&query=US-65+Bridges+over+Lake+Taneycomo+US-65+near+Branson+Branson+MO,,,,unverified
buffalo-ny,buf-airport-garage,Buffalo BUF — Main Garage,4200 Genesee St,https://www.google.com/maps/search/?api=1&query=Buffalo+BUF+%E2%80%94+Main+Garage+4200+Genesee+St+Buffalo+NY,,,,unverified
buffalo-ny,buf-buffalo-conv-ctr,Buffalo Niagara Convention Center,153 Franklin St,https://www.google.com/maps/search/?api=1&query=Buffalo+Niagara+Convention+Center+153+Franklin+St+Buffalo+NY,,,,unverified
buffalo-ny,buf-electric-tower,Electric Tower Garage,535 Washington St,https://www.google.com/maps/search/?api=1&query=Electric+Tower+Garage+535+Washington+St+Buffalo+NY,,,,unverified
buffalo-ny,buf-190-harbor-bridge,I-190 — Buffalo Harbor Bridge (skyway),I-190 over Buffalo Harbor,https://www.google.com/maps/search/?api=1&query=I-190+%E2%80%94+Buffalo+Harbor+Bridge+%28skyway%29+I-190+over+Buffalo+Harbor+Buffalo+NY,,,,unverified
